ItemType	Code	Equiv1	Equiv2	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
a141	a141			id3 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a142	a142			id3 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a143	a143			id3 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a144	a144			id3 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a145	a145			id4 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a146	a146			id4 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a147	a147			id4 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a148	a148			id4 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a149	a149			id4 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a150	a150			id4 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a151	a151			id4 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a152	a152			id4 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a153	a153			id4 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a154	a154			id4 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a155	a155			id4 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a156	a156			id4 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a157	a157			id4 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a158	a158			id4 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a159	a159			id4 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a160	a160			id4 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a161	a161			id4 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a162	a162			id4 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a163	a163			id4 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a164	a164			id4 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a165	a165			id4 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a166	a166			id4 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a167	a167			id4 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a168	a168			id4 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a169	a169			id4 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a170	a170			id4 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a171	a171			id4 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a172	a172			id4 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a173	a173			id4 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a174	a174			id4 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a175	a175			id4 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a176	a176			id4 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a177	a177			id4 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a178	a178			id4 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a179	a179			id4 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a180	a180			id4 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a181	a181			id4 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a182	a182			id4 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a183	a183			id4 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a184	a184			id4 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a185	a185			id4 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a186	a186			id4 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a187	a187			id4 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a188	a188			id4 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a189	a189			id4 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a190	a190			id4 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a191	a191			id4 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a192	a192			id4 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a193	a193			id4 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a194	a194			id4 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a195	a195			id4 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a196	a196			id4 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a197	a197			id4 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a198	a198			id4 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a199	a199			id4 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a200	a200			id4 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a201	a201			id4 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a202	a202			id4 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a203	a203			id4 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a204	a204			id4 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a205	a205			id4 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a206	a206			id4 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a207	a207			id4 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a208	a208			id4 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a209	a209			id5 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a210	a210			id5 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a211	a211			id5 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a212	a212			id5 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a213	a213			id5 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a214	a214			id5 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a215	a215			id5 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a216	a216			id5 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a217	a217			id5 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a218	a218			id5 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a219	a219			id5 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a220	a220			id5 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a221	a221			id5 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a222	a222			id5 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a223	a223			id5 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a224	a224			id5 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a225	a225			id5 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a226	a226			id5 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a227	a227			id5 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a228	a228			id5 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a229	a229			id5 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a230	a230			id5 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a231	a231			id5 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a232	a232			id5 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a233	a233			id5 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a234	a234			id5 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a235	a235			id5 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a236	a236			id5 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a237	a237			id5 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a238	a238			id5 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a239	a239			id5 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a240	a240			id5 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a241	a241			id5 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a242	a242			id5 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a243	a243			id5 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a244	a244			id5 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a245	a245			id5 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a246	a246			id5 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a247	a247			id5 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a248	a248			id5 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a249	a249			id5 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a250	a250			id5 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a251	a251			id5 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a252	a252			id5 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a253	a253			id5 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a254	a254			id5 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a255	a255			id5 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a256	a256			id5 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a257	a257			id5 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a258	a258			id5 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a259	a259			id5 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a260	a260			id5 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a261	a261			id5 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a262	a262			id5 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a263	a263			id5 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a264	a264			id5 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a265	a265			id5 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a266	a266			id5 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a267	a267			id5 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a268	a268			id5 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a269	a269			id5 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a270	a270			id5 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a271	a271			id5 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a272	a272			id5 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a273	a273			id6 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a274	a274			id6 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a275	a275			id6 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a276	a276			id6 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a277	a277			id6 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a278	a278			id6 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a279	a279			id6 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a280	a280			id6 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a281	a281			id6 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a282	a282			id6 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a283	a283			id6 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a284	a284			id6 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a285	a285			id6 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a286	a286			id6 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a287	a287			id6 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a288	a288			id6 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a289	a289			id6 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a290	a290			id6 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a291	a291			id6 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a292	a292			id6 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a293	a293			id6 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a294	a294			id6 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a295	a295			id6 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a296	a296			id6 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a297	a297			id6 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a298	a298			id6 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a299	a299			id6 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a300	a300			id6 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a301	a301			id6 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a302	a302			id6 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a303	a303			id6 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a304	a304			id6 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a305	a305			id6 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a306	a306			id6 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a307	a307			id6 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a308	a308			id6 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a309	a309			id6 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a310	a310			id6 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a311	a311			id6 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a312	a312			id6 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a313	a313			id6 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a314	a314			id6 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a315	a315			id6 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a316	a316			id6 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a317	a317			id6 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a318	a318			id6 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a319	a319			id6 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a320	a320			id6 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a321	a321			id6 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a322	a322			id6 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a323	a323			id6 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a324	a324			id6 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a325	a325			id6 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a326	a326			id6 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a327	a327			id6 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a328	a328			id6 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a329	a329			id6 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a330	a330			id6 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a331	a331			id6 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a332	a332			id6 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a333	a333			id6 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a334	a334			id6 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a335	a335			id6 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a336	a336			id6 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a337	a337			id7 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a338	a338			id7 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a339	a339			id7 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a340	a340			id7 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a341	a341			id7 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a342	a342			id7 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a343	a343			id7 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a344	a344			id7 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a345	a345			id7 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a346	a346			id7 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a347	a347			id7 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a348	a348			id7 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a349	a349			id7 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a350	a350			id7 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a351	a351			id7 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a352	a352			id7 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a353	a353			id7 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a354	a354			id7 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a355	a355			id7 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a356	a356			id7 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a357	a357			id7 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a358	a358			id7 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a359	a359			id7 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a360	a360			id7 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a361	a361			id7 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a362	a362			id7 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a363	a363			id7 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a364	a364			id7 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a365	a365			id7 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a366	a366			id7 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a367	a367			id7 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a368	a368			id7 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a369	a369			id7 lev32	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a370	a370			id7 lev33	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a371	a371			id7 lev34	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a372	a372			id7 lev35	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a373	a373			id7 lev36	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a374	a374			id7 lev37	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a375	a375			id7 lev38	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a376	a376			id7 lev39	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a377	a377			id7 lev40	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a378	a378			id7 lev41	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a379	a379			id7 lev42	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a380	a380			id7 lev43	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a381	a381			id7 lev44	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a382	a382			id7 lev45	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a383	a383			id7 lev46	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a384	a384			id7 lev47	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a385	a385			id7 lev48	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a386	a386			id7 lev49	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a387	a387			id7 lev50	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a388	a388			id7 lev51	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a389	a389			id7 lev52	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a390	a390			id7 lev53	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a391	a391			id7 lev54	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a392	a392			id7 lev55	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a393	a393			id7 lev56	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a394	a394			id7 lev57	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a395	a395			id7 lev58	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a396	a396			id7 lev59	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a397	a397			id7 lev60	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a398	a398			id7 lev61	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a399	a399			id7 lev62	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a400	a400			id7 lev63	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a401	a401			id8 lev0	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a402	a402			id8 lev1	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a403	a403			id8 lev2	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a404	a404			id8 lev3	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a405	a405			id8 lev4	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a406	a406			id8 lev5	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a407	a407			id8 lev6	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a408	a408			id8 lev7	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a409	a409			id8 lev8	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a410	a410			id8 lev9	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a411	a411			id8 lev10	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a412	a412			id8 lev11	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a413	a413			id8 lev12	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a414	a414			id8 lev13	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a415	a415			id8 lev14	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a416	a416			id8 lev15	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a417	a417			id8 lev16	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a418	a418			id8 lev17	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a419	a419			id8 lev18	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a420	a420			id8 lev19	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a421	a421			id8 lev20	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a422	a422			id8 lev21	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a423	a423			id8 lev22	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a424	a424			id8 lev23	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a425	a425			id8 lev24	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a426	a426			id8 lev25	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a427	a427			id8 lev26	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a428	a428			id8 lev27	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a429	a429			id8 lev28	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a430	a430			id8 lev29	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a431	a431			id8 lev30	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
a432	a432			id8 lev31	0	0					0	0	0	0			1	0	0	25	0	40	0	0	1			0								0
